admissions_20_29_covid_confirmed,average_admissions_20_29_covid_confirmed,percent_change_total_admissions_all_covid_confirmed_past_7days_per_100k,total_admissions_all_influenza_confirmed_past_7days,total_admissions_all_influenza_confirmed_past_7days_per_100k
5.0,1.857142857,15.11627907,3.0,0.102975512
4.0,5.0,4.511278195,2.0,0.111915347
18.0,18.14285714,8.597986057,937.0,2.37141808
0.0,0.0,-33.33333333,0.0,0.0
68.0,82.28571429,-5.723086095,10483.0,3.157445031
0.0,1.0,45.65217391,0.0,0.0
1.0,0.571428571,12.76595745,3.0,0.425080305
0.0,0.285714286,-17.1875,2.0,0.273393981
1.0,2.285714286,-14.47811448,0.0,0.0
1.0,1.0,-8.90052356,22.0,0.473241017
6.0,5.857142857,-11.39192757,86.0,0.163678385
3.0,2.285714286,10.78066914,30.0,0.393964827
1.0,0.428571429,16.23931624,0.0,0.0
7.0,9.857142857,-10.69802731,65.0,0.302638961
11.0,10.42857143,-18.46689895,271.0,2.138603441
3.0,2.285714286,-10.28368794,10.0,0.203949066
38.0,29.28571429,14.8272957,24.0,0.205319486
52.0,57.57142857,8.747196411,117.0,0.226059467
2.0,2.285714286,9.32642487,35.0,0.066613296
2.0,2.857142857,-9.715242881,168.0,2.978917773
4.0,1.714285714,-46.57534247,1.0,0.094396528
1.0,1.142857143,9.77443609,211.0,6.687648768
2.0,3.0,30.3630363,510.0,12.09179235
0.0,0.428571429,2.5,67.0,2.097884143
1.0,1.428571429,-4.5,17.0,0.145434636
1.0,2.142857143,-2.222222222,32.0,0.521391045
0.0,2.142857143,5.651105651,1.0,0.022383017
0.0,0.857142857,20.2247191,20.0,0.188369626
5.0,4.285714286,15.28497409,130.0,1.463603008
1.0,2.714285714,22.56809339,170.0,2.335576448
6.0,3.714285714,-14.45993031,4.0,0.129863552
19.0,31.14285714,-27.98154556,13.0,0.024742081
0.0,1.0,6.875,294.0,4.305059441
13.0,9.0,-7.338965153,58.0,0.14679002
25.0,22.0,-10.92396535,9.0,0.01738919
29.0,28.42857143,14.3387471,57.0,0.184735961
537.0,570.7142857,-8.709613675,240.0,0.072287209
66.0,63.14285714,-2.948552322,199.0,0.465864548
25.0,34.57142857,8.385791367,29.0,0.093988471
0.0,1.857142857,-1.612903226,21.0,0.141461171
0.0,0.571428571,-17.75362319,22.0,0.739210302
7.0,10.71428571,16.92832765,51.0,0.129073983
181.0,154.5714286,2.862823062,0.0,0.0
2.0,1.857142857,-6.586826347,46.0,1.162505361
2.0,4.285714286,2.24,239.0,2.044639878
0.0,0.0,-21.62162162,33.0,1.09351038
3.0,1.0,-12.35955056,1.0,0.055957674
25.0,16.28571429,-1.053185887,3.0,0.052094765
77.0,69.85714286,-3.50877193,21.0,0.039967978
1.0,1.857142857,-17.15328467,0.0,0.0
5.0,8.857142857,5.699088146,12.0,0.080834955
3.0,1.571428571,2.511415525,27.0,0.391729971
9.0,7.428571429,0.931232092,4.0,0.068699791
8.0,9.285714286,-13.48522167,22.0,0.209761859
7.0,5.714285714,8.64978903,3.0,0.093575774
541.0,529.5714286,-4.487551175,538.0,0.162043826
389.0,354.7142857,12.58875661,732.0,0.220475986
3.0,3.571428571,-12.57861635,7.0,0.120224635
7.0,4.714285714,-8.087091757,45.0,0.744333144
1.0,0.857142857,0.272479564,10.0,0.145085174
1.0,1.285714286,-22.3880597,0.0,0.0
18.0,16.42857143,12.3605948,6.0,0.048943825
0.0,2.571428571,-4.72541507,34.0,0.320228364
224.0,203.2857143,-8.615469309,83.0,0.124050678
25.0,21.0,-8.370381726,632.0,0.944578656
10.0,6.142857143,13.84462151,6.0,0.05720778
1.0,1.285714286,-18.11414392,1.0,0.051695402
1.0,0.428571429,13.13868613,20.0,0.262643218
8.0,9.142857143,1.842105263,7.0,0.078809393
1.0,1.857142857,-0.483091787,112.0,1.663641661
5.0,6.285714286,-16.44385027,380.0,2.998779733
31.0,24.28571429,-2.994011976,624.0,0.932621964
2.0,3.857142857,0.0,16.0,0.277838748
1.0,0.428571429,-26.37362637,9.0,0.281805333
0.0,0.857142857,-9.722222222,21.0,0.68178365
1.0,0.285714286,39.62264151,5.0,0.085874739
0.0,0.285714286,37.5,4.0,0.129863552
5.0,3.571428571,-5.633802817,4.0,0.124767698
71.0,63.85714286,-12.7956451,39.0,0.074226244
12.0,15.42857143,12.31802912,48.0,0.246741458
3.0,2.285714286,-4.347826087,67.0,1.091662501
0.0,1.142857143,15.0,4.0,0.374259201
4.0,1.285714286,-10.97560976,227.0,5.080944823
6.0,5.285714286,-14.63707259,6.0,0.046867717
3.0,1.571428571,2.372881356,18.0,0.263575068
9.0,7.142857143,-3.846153846,19.0,0.222599235
2.0,0.857142857,29.33333333,1.0,0.070627853
1.0,1.142857143,-50.65502183,16.0,0.500987258
2.0,1.571428571,-11.57894737,6.0,0.85016061
1.0,1.428571429,0.625,5.0,0.073215297
9.0,11.0,2.175489485,9.0,0.060626216
0.0,0.142857143,29.78723404,0.0,0.0
3.0,2.857142857,0.436681223,65.0,0.761523699
30.0,18.42857143,-0.322297099,1486.0,2.871148442
13.0,9.0,-7.176656151,13.0,0.111214721
5.0,4.857142857,16.83467742,9.0,0.131787534
0.0,1.0,14.22413793,29.0,0.202073131
2.0,1.857142857,17.39130435,4.0,0.070926614
0.0,0.0,100.0,0.0,0.0
4.0,2.285714286,-27.5974026,15.0,0.305923599
2.0,1.571428571,-3.664921466,0.0,0.0
1.0,0.857142857,-4.366812227,0.0,0.0
7.0,5.571428571,-15.35238095,5.0,0.111915084
15.0,19.71428571,23.45090562,48.0,0.824397494
8.0,5.285714286,1.020408163,0.0,0.0
0.0,0.571428571,-3.846153846,0.0,0.0
74.0,83.57142857,24.28400955,23.0,0.04443904
2.0,3.285714286,32.08598726,16.0,0.358128269
0.0,0.428571429,48.27586207,0.0,0.0
12.0,13.85714286,-16.79853926,836.0,1.957099306
1.0,0.285714286,-40.6779661,0.0,0.0
0.0,0.285714286,10.30927835,4.0,0.059415774
55.0,42.85714286,-17.65331914,33.0,0.104312038
5.0,2.428571429,46.71532847,179.0,3.108320993
49.0,55.0,-2.881976212,79.0,0.184941202
7.0,5.0,1.146496815,23.0,0.160264897
37.0,28.28571429,5.981533521,10.0,0.081573041
10.0,8.428571429,2.363755745,0.0,0.0
3.0,2.428571429,16.08527132,0.0,0.0
5.0,4.857142857,-9.827357238,2.0,0.095382122
8.0,5.428571429,163.1840796,12.0,0.244738879
7.0,6.428571429,3.2936871,166.0,1.868908456
4.0,4.571428571,18.99109792,2.0,0.066273356
2.0,3.571428571,-39.15662651,50.0,0.74269717
19.0,14.42857143,13.60667634,849.0,1.640380234
2.0,4.142857143,-11.32075472,239.0,1.665361321
16.0,17.85714286,-2.094972067,4.0,0.058572237
2.0,1.714285714,15.33333333,0.0,0.0
0.0,0.428571429,8.43373494,52.0,1.688226181
1.0,0.571428571,17.88617886,7.0,0.361867817
2.0,3.571428571,-1.99556541,5.0,0.072542587
2.0,1.857142857,1.167315175,151.0,2.074541434
0.0,1.0,-16.14906832,26.0,0.559284838
19.0,12.57142857,9.973404255,19.0,0.148414438
1.0,0.571428571,-41.96428571,40.0,2.231959767
7.0,8.428571429,5.285190999,1.0,0.006736246
0.0,1.571428571,-17.208413,19.0,0.532916424
4.0,4.285714286,-10.58581706,89.0,0.891171266
0.0,0.285714286,-33.33333333,11.0,0.34442874
1.0,0.428571429,12.86549708,7.0,0.101559622
0.0,0.0,-11.38211382,6.0,0.42376712
4.0,3.428571429,-8.426966292,0.0,0.0
9.0,7.285714286,26.13333333,3.0,0.015421341
2.0,2.714285714,26.18724559,1132.0,10.66172083
0.0,0.571428571,-11.62790698,1.0,0.141693435
1.0,2.0,-23.80952381,102.0,1.687155126
1.0,0.285714286,-7.843137255,4.0,0.374259201
2.0,2.285714286,30.08849558,4.0,0.132546713
12.0,5.571428571,1.913393756,68.0,0.480897751
2.0,2.428571429,-11.87739464,41.0,0.386157733
3.0,2.0,23.42786683,106.0,0.714042103
19.0,20.0,-18.31103679,59.0,0.590776457
1.0,0.857142857,49.13793103,0.0,0.0
8.0,9.142857143,-26.77053824,27.0,0.463723591
1.0,2.142857143,-34.9025974,34.0,0.493289593
0.0,0.0,18.3908046,7.0,0.165965777
0.0,1.142857143,-22.2513089,28.0,0.198016721
0.0,0.714285714,65.47619048,9.0,0.183554159
4.0,2.714285714,1.234567901,8.0,0.07627704
3.0,4.857142857,-5.927835052,0.0,0.0
0.0,0.714285714,15.02347418,61.0,1.244089301
5.0,6.142857143,37.36263736,6.0,0.20160281
0.0,0.0,38.46153846,1.0,0.094396528
0.0,1.0,-3.0,19.0,0.309575933
14.0,11.28571429,15.33333333,5.0,0.034840195
7.0,4.714285714,-32.78688525,178.0,1.452000138
7.0,4.428571429,-2.272727273,3.0,0.020904117
18.0,17.28571429,-11.10460006,59.0,0.186497281
1.0,1.857142857,14.72868217,1.0,0.031191925
4.0,5.857142857,-9.60960961,15.0,0.196982413
0.0,0.0,-33.33333333,1.0,0.17278349
0.0,0.571428571,7.368421053,19.0,0.369024187
0.0,0.142857143,40.90909091,63.0,4.686760719
0.0,1.571428571,36.75213675,11.0,0.613788936
7.0,5.142857143,-7.530120482,74.0,0.380393081
2.0,1.714285714,17.9047619,9.0,0.101326362
45.0,50.28571429,15.60396741,81.0,0.632714182
0.0,0.285714286,2.234636872,7.0,0.361867817
0.0,0.714285714,-42.14285714,2.0,0.148786055
0.0,0.0,-9.090909091,2.0,0.063390036
0.0,0.142857143,-7.407407407,3.0,0.167873021
1.0,3.428571429,0.708382527,4.0,0.089532067
8.0,7.0,10.36088475,7.0,0.101559622
49.0,43.28571429,-13.71008193,29.0,0.056031834
8.0,8.428571429,-7.320099256,4.0,0.066162946
2.0,0.857142857,-10.58823529,1.0,0.131222919
3.0,1.857142857,-24.16356877,6.0,0.046867717
0.0,0.714285714,4.017857143,16.0,0.150695701
1.0,1.857142857,16.49746193,33.0,0.738639556
0.0,1.857142857,-27.81954887,49.0,0.461505584
3.0,7.142857143,77.45974955,2.0,0.038844651
0.0,0.142857143,0.0,54.0,1.690831996
0.0,0.0,-34.375,7.0,0.390592959
0.0,0.428571429,-28.57142857,31.0,3.504175055
1.0,1.142857143,-15.10791367,16.0,0.237663094
32.0,27.0,-10.31529778,29.0,0.100014205
0.0,0.285714286,-17.20430108,23.0,0.44671349
0.0,0.714285714,-1.111111111,13.0,0.170718092
0.0,0.428571429,-6.349206349,41.0,0.480345718
10.0,7.714285714,15.34810127,614.0,6.912709591
4.0,5.0,-8.603351955,3.0,0.067149051
4.0,4.0,-5.426356589,20.0,0.297078868
5.0,3.428571429,0.715563506,177.0,3.138502654
12.0,13.85714286,-16.83065769,10.0,0.223830168
0.0,0.428571429,7.894736842,5.0,0.16232944
3.0,6.571428571,32.89473684,7.0,0.17690299
3.0,5.428571429,-10.08547009,206.0,1.456837305
1.0,1.714285714,47.74193548,1.0,0.047691061
19.0,20.71428571,-4.939657592,117.0,0.222678733
26.0,36.57142857,-20.08349486,24.0,0.045677689
0.0,0.428571429,-15.29411765,8.0,0.138919374
7.0,6.285714286,-16.60869565,38.0,0.299877973
4.0,3.142857143,-13.37209302,3.0,0.05319496
3.0,3.428571429,-11.01321586,381.0,5.659352436
5.0,11.28571429,-9.114315139,9.0,0.046264023
0.0,0.0,36.0,0.0,0.0
1.0,2.428571429,-12.09677419,37.0,0.257817443
3.0,6.571428571,5.149396058,0.0,0.0
13.0,18.0,-9.497206704,53.0,0.246767152
9.0,11.71428571,9.493670886,5.0,0.040786521
2.0,1.857142857,-18.62068966,51.0,0.700672935
0.0,0.0,9.756097561,2.0,0.035463307
0.0,0.428571429,-28.57142857,2.0,0.22607581
0.0,0.428571429,-33.82352941,23.0,1.188994256
59.0,61.57142857,19.74299065,40.0,0.076129481
0.0,0.142857143,26.76056338,1.0,0.094396528
10.0,8.857142857,-6.998313659,0.0,0.0
0.0,0.714285714,-5.617977528,0.0,0.0
0.0,0.0,-13.04347826,0.0,0.0
37.0,42.85714286,-10.67761807,103.0,0.241125871
5.0,3.428571429,5.752212389,0.0,0.0
1.0,1.0,-6.172839506,0.0,0.0
6.0,7.285714286,-27.38669238,19.0,0.149938987
2.0,2.714285714,8.516129032,143.0,0.665805713
0.0,0.0,-80.0,0.0,0.0
78.0,69.0,22.01496705,29.0,0.055193874
2.0,1.142857143,15.59633028,0.0,0.0
9.0,4.714285714,14.19068736,5.0,0.082703683
21.0,13.28571429,14.59311424,14.0,0.099008361
2.0,3.142857143,11.18644068,282.0,3.70326937
0.0,0.0,0.0,3.0,0.05319496
0.0,0.142857143,8.695652174,33.0,5.701855176
15.0,13.57142857,31.85067514,5.0,0.039457628
0.0,2.0,-16.66666667,1.0,0.055957674
0.0,2.428571429,-10.6741573,463.0,6.877375795
16.0,14.71428571,-7.702349869,263.0,0.508150767
0.0,0.0,0.0,0.0,0.0
8.0,6.0,-31.7791411,30.0,0.282554439
3.0,5.0,15.47911548,2.0,0.095382122
0.0,0.142857143,-6.829268293,10.0,0.343251706
0.0,1.142857143,40.25157233,19.0,0.190250046
0.0,0.285714286,-5.917159763,115.0,8.45767961
0.0,0.285714286,-2.941176471,41.0,3.870257636
3.0,2.428571429,9.937888199,28.0,0.496486296
0.0,0.285714286,-22.5,2.0,0.035463307
0.0,1.428571429,26.92307692,9.0,0.183554159
7.0,3.0,25.38975501,12.0,0.094698307
5.0,5.428571429,9.090909091,19.0,0.222599235
3.0,1.285714286,-1.149425287,0.0,0.0
0.0,0.0,8.955223881,20.0,3.455669804
5.0,1.857142857,9.79020979,8.0,0.274601365
3.0,2.142857143,-18.66913124,108.0,0.84361891
8.0,8.857142857,1.881390593,549.0,1.779298994
1.0,1.142857143,-8.609271523,4.0,0.410777149
17.0,18.42857143,2.283372365,25.0,0.250329007
1.0,0.142857143,86.11111111,0.0,0.0
63.0,59.57142857,37.09742351,54.0,0.08070767
12.0,14.71428571,-32.01279528,51.0,0.237455184
0.0,0.142857143,-24.32432432,1.0,0.094396528
5.0,6.285714286,-21.90016103,0.0,0.0
0.0,0.142857143,2.702702703,1.0,0.160259235
0.0,0.285714286,-16.2055336,26.0,0.861553633
34.0,30.85714286,19.44444444,73.0,0.170895035
21.0,23.42857143,-10.0,51.0,0.237455184
3.0,1.0,-16.4021164,20.0,0.225169694
0.0,0.428571429,-35.71428571,3.0,0.425080305
15.0,15.42857143,12.85814116,10.0,0.078915256
1.0,0.571428571,2.884615385,0.0,0.0
52.0,45.57142857,19.04761905,128.0,1.220432636
0.0,0.285714286,12.72727273,1.0,0.031191925
2.0,1.285714286,10.85271318,49.0,0.868851017
2.0,1.857142857,5.855855856,5.0,0.056292423
1.0,3.571428571,20.08830022,574.0,8.327889012
7.0,5.285714286,33.92141139,933.0,7.287930024
2.0,1.428571429,21.40350877,6.0,0.097760821
3.0,5.571428571,-0.371057514,152.0,0.707709569
4.0,3.714285714,3.791469194,4.0,0.112192931
5.0,3.571428571,-19.08127208,17.0,0.281192521
5.0,5.428571429,3.869541183,33.0,0.483220958
8.0,5.571428571,-1.102941176,20.0,0.234314984
6.0,4.428571429,-10.35242291,20.0,0.297078868
19.0,14.28571429,12.05412054,16.0,0.082247153
0.0,0.0,50.0,0.0,0.0
0.0,0.142857143,16.66666667,14.0,2.418968863
7.0,9.714285714,-8.937437934,6.0,0.190170107
0.0,0.142857143,200.0,0.0,0.0
2.0,2.714285714,12.87878788,0.0,0.0
1.0,0.714285714,-15.97222222,29.0,0.974413579
0.0,1.571428571,8.0,148.0,4.804951438
0.0,0.428571429,25.0,2.0,0.205388575
13.0,12.71428571,-4.262616365,11.0,0.277990412
2.0,1.857142857,-4.316546763,15.0,1.115895409
6.0,6.142857143,-36.06936416,65.0,1.059075561
7.0,8.714285714,41.31513648,26.0,0.222429443
27.0,28.42857143,-13.85525962,37.0,0.119916326
0.0,2.285714286,-29.28994083,19.0,0.249511057
8.0,6.142857143,-9.371554576,1.0,0.047691061
4.0,3.142857143,-10.61452514,5.0,0.656114594
11.0,8.714285714,-10.78395289,18.0,0.454893402
3.0,3.0,1.754385965,1.0,0.031191925
2.0,1.428571429,8.496732026,0.0,0.0
3.0,3.714285714,4.731182796,1.0,0.047691061
6.0,4.285714286,-12.52525253,146.0,1.461921403
1.0,1.857142857,13.28125,32.0,2.380576873
20.0,17.85714286,-4.066985646,8.0,0.041123576
2.0,0.428571429,7.01754386,0.0,0.0
0.0,1.0,3.846153846,0.0,0.0
5.0,5.285714286,-25.75757576,5.0,0.073215297
10.0,7.0,-11.49635036,0.0,0.0
52.0,50.71428571,12.17689822,29.0,0.273135958
4.0,7.0,-7.733333333,3.0,0.04456183
8.0,6.428571429,0.275103164,1016.0,7.936266779
0.0,0.0,-10.34482759,2.0,0.262445838
2.0,0.714285714,49.56521739,31.0,1.041614516
7.0,9.0,31.37032843,10.0,0.078112862
53.0,61.42857143,-2.239960398,1454.0,0.437940005
4.0,4.714285714,8.514190317,10.0,0.162934702
3.0,4.857142857,-3.554868624,32.0,0.222977248
317.0,330.0,15.30977283,847.0,0.255113607
1.0,1.714285714,-14.86761711,42.0,0.615008492
26.0,24.28571429,10.88098918,1693.0,8.702776834
26.0,25.85714286,12.13830309,34.0,0.158303456
11.0,8.714285714,15.45012165,9.0,0.062712351
585.0,586.5714286,-7.099461471,228.0,0.068672848
0.0,0.0,-26.41509434,5.0,0.050065801
4.0,1.714285714,-9.941520468,32.0,0.420229148
7.0,11.0,-17.19128329,18.0,0.146831475
0.0,0.714285714,55.88235294,8.0,1.093575925
0.0,0.428571429,-19.88636364,3.0,0.100801405
9.0,5.714285714,17.50433276,380.0,3.623159387
0.0,1.142857143,-13.33333333,49.0,1.646422945
0.0,0.0,-100.0,0.0,0.0
15.0,17.0,-7.790008467,104.0,0.534606492
290.0,272.4285714,-7.466794606,256.0,0.077106356
2.0,0.857142857,-13.79310345,4.0,0.094837587
0.0,0.714285714,-3.846153846,0.0,0.0
22.0,19.85714286,3.849175177,205.0,0.390163591
5.0,7.142857143,-8.385416667,712.0,3.315060614
1.0,1.714285714,-7.246376812,29.0,0.472510635
1.0,1.428571429,-13.25301205,1.0,0.022383017
3.0,3.428571429,-0.469483568,0.0,0.0
1.0,2.142857143,-25.10121457,106.0,0.827996337
0.0,0.714285714,-13.70967742,0.0,0.0
0.0,0.142857143,-17.64705882,0.0,0.0
36.0,48.71428571,-21.64266251,61.0,0.284015024
7.0,7.857142857,-5.612244898,3.0,0.097397664
1.0,1.571428571,7.142857143,226.0,4.609248886
0.0,0.0,11.11111111,1.0,0.141693435
3.0,3.142857143,10.71428571,1.0,0.0935648
2.0,2.714285714,9.285714286,1.0,0.055957674
5.0,5.714285714,9.668109668,18.0,0.210883486
0.0,0.285714286,-2.985074627,6.0,0.566379166
3.0,1.0,-3.358208955,13.0,0.290979219
8.0,11.0,-2.039515615,4.0,0.027872156
5.0,4.0,-9.090909091,85.0,1.50719054
4.0,5.428571429,2.587519026,1.0,0.017174948
19.0,19.28571429,-1.972242513,7.0,0.048776273
0.0,0.142857143,153.3333333,0.0,0.0
20.0,8.714285714,17.12962963,24.0,0.169728618
2.0,5.571428571,-31.02866779,33.0,0.478781076
0.0,0.571428571,-20.0,23.0,0.762143598
0.0,1.285714286,-22.8,6.0,0.151631134
1.0,0.142857143,11.11111111,27.0,0.682340103
0.0,0.0,31.25,0.0,0.0
1.0,1.857142857,-11.27596439,16.0,0.111488624
8.0,6.857142857,15.91992374,9.0,0.070301576
0.0,0.142857143,34.28571429,6.0,0.820181944
2.0,2.428571429,14.96259352,9.0,0.183554159
1.0,2.285714286,35.58718861,16.0,0.283706455
22.0,16.0,0.618131868,310.0,0.59896098
0.0,2.142857143,-20.38404727,0.0,0.0
1.0,0.285714286,13.95348837,0.0,0.0
2.0,2.571428571,-9.742441209,47.0,0.33238521
15.0,16.71428571,-2.481536189,1332.0,2.573600084
209.0,220.5714286,7.403225806,2645.0,0.796665278
32.0,31.28571429,19.19642857,111.0,0.359748977
2.0,1.142857143,0.0,3.0,0.093575774
0.0,0.714285714,93.18181818,2.0,0.14709008
7.0,4.285714286,-22.08504801,16.0,0.124980579
0.0,0.571428571,-28.71287129,5.0,0.683484953
3.0,3.285714286,-5.869565217,9.0,0.174800931
4.0,3.857142857,8.550185874,17.0,2.230789621
0.0,0.0,-40.0,41.0,7.084123098
5.0,5.0,-4.64344942,170.0,1.327918654
0.0,3.714285714,39.61538462,221.0,1.802764217
1.0,0.571428571,-10.8974359,14.0,0.205002831
2.0,4.0,31.21387283,0.0,0.0
14.0,19.14285714,-21.90779014,14.0,0.065183776
0.0,0.428571429,7.567567568,26.0,0.873612175
2.0,0.857142857,6.015037594,6.0,0.099244419
0.0,0.285714286,-18.33333333,0.0,0.0
3.0,3.142857143,10.34482759,45.0,0.668427453
0.0,0.0,66.0,21.0,1.982327082
2.0,1.0,15.7480315,17.0,0.223246735
2.0,2.0,-12.04081633,4.0,0.065173881
5.0,5.0,-23.65591398,582.0,3.920495319
2.0,0.571428571,-24.5,67.0,1.163449757
0.0,0.142857143,14.9122807,4.0,0.282511413
9.0,10.85714286,5.366235801,16.0,0.113152412
0.0,0.857142857,-16.19047619,19.0,1.060180889
9.0,9.0,-9.350649351,26.0,0.18387267
1.0,2.428571429,18.18181818,9.0,0.159584881
19.0,12.28571429,12.54738438,11.0,0.123843331
0.0,0.285714286,-36.36363636,21.0,1.544445842
1.0,0.142857143,150.0,0.0,0.0
5.0,6.714285714,1.530612245,37.0,0.093641909
0.0,0.0,2.222222222,4.0,0.20678161
1.0,1.714285714,17.69230769,0.0,0.0
0.0,0.428571429,14.72868217,10.0,0.324658881
1.0,0.285714286,10.16949153,88.0,6.546586402
1.0,0.857142857,2.654867257,49.0,2.336861995
8.0,3.714285714,73.98373984,0.0,0.0
58.0,43.71428571,5.480335268,178.0,0.613880296
31.0,39.14285714,-5.830243098,50.0,0.09660661
1.0,0.857142857,0.0,0.0,0.0
1.0,2.0,-8.379888268,0.0,0.0
0.0,0.714285714,1.785714286,0.0,0.0
1.0,2.0,2.730375427,10.0,0.173649217
2.0,3.857142857,8.817204301,45.0,0.733206157
1.0,2.285714286,-4.159132007,8.0,0.172087643
46.0,50.28571429,-6.386833761,77.0,0.180259147
35.0,34.57142857,-7.56918973,17.0,0.032846247
9.0,5.857142857,4.618473896,22.0,0.555980825
1.0,1.142857143,-3.381642512,1.0,0.141693435
12.0,16.85714286,-28.04769001,44.0,0.296394835
1.0,1.571428571,9.090909091,5.0,0.863917451
2.0,2.142857143,28.57142857,32.0,1.001974516
0.0,0.857142857,-1.851851852,0.0,0.0
0.0,0.142857143,22.22222222,147.0,4.602820433
0.0,0.0,-80.0,0.0,0.0
0.0,0.571428571,44.44444444,14.0,1.029630561
0.0,0.285714286,-7.142857143,0.0,0.0
2.0,0.714285714,-5.555555556,1.0,0.17278349
13.0,8.142857143,-0.084889643,1.0,0.016540737
1.0,2.428571429,13.4375,27.0,0.230984421
0.0,1.714285714,16.1209068,85.0,0.275483451
1.0,0.285714286,-5.555555556,3.0,0.283189583
0.0,0.714285714,-9.417040359,8.0,0.189675174
24.0,35.71428571,-16.54950793,27.0,0.063207753
4.0,3.0,16.5792235,259.0,2.593408517
8.0,5.857142857,-29.66728281,32.0,0.464272558
1.0,1.142857143,32.05128205,21.0,0.705609833
1.0,0.428571429,9.090909091,1.0,0.113037905
3.0,2.285714286,-41.85185185,0.0,0.0
0.0,0.714285714,-14.5631068,12.0,0.268596202
12.0,10.85714286,8.614051973,1863.0,6.42505051
3.0,2.714285714,19.28374656,209.0,2.744621625
1.0,0.571428571,39.04109589,309.0,10.38254469
0.0,0.142857143,-21.81818182,3.0,0.167396983
1.0,0.714285714,12.09964413,18.0,1.004381895
0.0,0.714285714,13.63636364,5.0,0.467824001
8.0,4.571428571,-17.45182013,362.0,2.522430118
12.0,13.28571429,-0.371900826,438.0,2.251515802
6.0,4.857142857,20.87114338,5.0,0.111915084
4.0,6.428571429,-6.126914661,262.0,1.825626218
10.0,11.71428571,-7.469342252,0.0,0.0
15.0,12.85714286,13.26746648,11.0,0.094104764
8.0,7.571428571,-13.05057096,4.0,0.027872156
1.0,2.571428571,-6.389301634,23.0,0.230302687
3.0,2.857142857,12.36133122,53.0,0.413998169
1.0,1.285714286,-11.50747986,453.0,6.728836361
5.0,3.714285714,26.54028436,897.0,8.55256308
4.0,6.142857143,-22.58522727,4.0,0.190764244
4.0,5.857142857,-7.779886148,0.0,0.0
3.0,4.0,12.97297297,5.0,0.107554777
2.0,1.142857143,33.08270677,13.0,0.672040231
1.0,1.142857143,-12.37113402,0.0,0.0
2.0,5.142857143,17.62114537,829.0,13.50728677
88.0,88.42857143,-15.37223165,160.0,0.239133837
7.0,7.571428571,-16.67357943,2.0,0.034349896
3.0,2.428571429,-12.14057508,2.0,0.068650341
9.0,5.571428571,48.64457831,3.0,0.023433859
13.0,8.571428571,-14.80472298,426.0,1.469174191
14.0,18.28571429,-13.1047619,19.0,0.387503225
1.0,0.714285714,8.620689655,0.0,0.0
3.0,3.142857143,10.64102564,156.0,3.029882802
0.0,0.857142857,-7.692307692,4.0,0.524891675
4.0,4.285714286,7.751937984,347.0,5.739635574
5.0,4.285714286,16.83291771,0.0,0.0
21.0,20.57142857,-19.30826058,19.0,0.065526548
1.0,1.857142857,-11.23595506,3.0,0.058266977
5.0,8.0,7.869884575,1.0,0.011258485
0.0,0.285714286,46.66666667,44.0,1.428499076
0.0,0.857142857,5.194805195,9.0,0.183554159
0.0,0.714285714,33.33333333,8.0,1.093575925
24.0,24.28571429,-8.714818583,27.0,0.093116674
1.0,1.142857143,-5.964912281,4.0,0.070926614
52.0,45.14285714,19.06735751,784.0,1.171755801
6.0,3.857142857,6.334841629,11.0,0.246213185
87.0,83.14285714,8.590818804,25.0,0.047580926
7.0,4.0,-26.01410935,2.0,0.033081473
17.0,15.85714286,10.7128634,32.0,0.226304824
0.0,0.0,17.14285714,48.0,6.298700106
0.0,0.142857143,4.651162791,9.0,0.227446701
3.0,5.285714286,30.03194888,2.0,0.01906926
3.0,0.714285714,3.333333333,14.0,0.13348482
31.0,30.28571429,2.044025157,6.0,0.048943825
39.0,37.57142857,0.088898767,52.0,0.168531052
18.0,16.71428571,-0.473466167,5.0,0.042774893
7.0,5.857142857,21.47806005,0.0,0.0
2.0,0.571428571,-12.02185792,15.0,0.222809151
3.0,2.142857143,-9.478672986,3.0,0.06118472
0.0,0.285714286,-19.81132075,10.0,0.215109553
0.0,0.428571429,20.54794521,5.0,0.086824609
0.0,0.142857143,-14.28571429,0.0,0.0
0.0,0.571428571,-19.27710843,0.0,0.0
7.0,6.428571429,-26.36566332,26.0,0.380719542
19.0,23.85714286,15.3654485,9.0,0.193598598
15.0,10.14285714,-19.61085509,2.0,0.01906926
3.0,2.0,10.15037594,36.0,0.472757792
21.0,17.57142857,43.22222222,2258.0,7.137472203
2.0,0.571428571,3.47826087,33.0,2.330719161
15.0,12.0,17.74107619,11.0,0.085924148
6.0,6.714285714,-22.84263959,7.0,0.102501415
5.0,3.0,12.12871287,0.0,0.0
4.0,2.0,-3.626943005,7.0,0.956878934
1.0,5.428571429,-18.89632107,1.0,0.017364922
3.0,1.571428571,3.930131004,365.0,7.4441409
0.0,0.142857143,12.59259259,59.0,1.847390514
0.0,1.571428571,5.806451613,1.0,0.047691061
16.0,17.85714286,-25.27754056,10.0,0.01903237
2.0,2.857142857,14.88764045,0.0,0.0
7.0,10.42857143,-12.62553802,10.0,0.094184813
0.0,0.142857143,-1.503759398,4.0,0.223195977
347.0,335.7142857,-28.5795093,1537.0,0.462939332
0.0,0.142857143,5.769230769,3.0,0.339113715
1.0,0.571428571,3.802281369,78.0,4.352321545
1.0,0.428571429,13.39285714,4.0,0.137300682
