jurisdiction,collection_date,number_hospitals_reporting_today,total_hospitals,admissions_all_covid_confirmed,admissions_70_covid_confirmed,admissions_30_49_covid_confirmed,admissions_50_69_covid_confirmed,admissions_50_59_covid_confirmed,admissions_30_39_covid_confirmed,admissions_40_49_covid_confirmed,admissions_18_29_covid_confirmed,admissions_20_29_covid_confirmed,admissions_0_17_covid_confirmed,average_admissions_all_covid_confirmed,average_admissions_18_29_covid_confirmed,average_admissions_40_49_covid_confirmed,average_admissions_60_69_covid_confirmed,average_admissions_30_39_covid_confirmed,average_admissions_30_49_covid_confirmed,average_admissions_50_69_covid_confirmed,average_admissions_20_29_covid_confirmed,average_admissions_0_17_covid_confirmed,average_admissions_70_covid_confirmed,average_admissions_50_59_covid_confirmed,admissions_60_69_covid_confirmed,average_admissions_60_69_covid_confirmed_per_100k,average_admissions_0_17_covid_confirmed_per_100k,average_admissions_50_59_covid_confirmed_per_100k,average_admissions_all_covid_confirmed_per_100k,average_admissions_30_39_covid_confirmed_per_100k,average_admissions_40_49_covid_confirmed_per_100k,average_admissions_70_covid_confirmed_per_100k,average_admissions_50_69_covid_confirmed_per_100k,average_admissions_20_29_covid_confirmed_per_100k,average_admissions_30_49_covid_confirmed_per_100k,average_admissions_18_29_covid_confirmed_per_100k,total_admissions_all_covid_confirmed_past_7days_per_100k,percent_change_total_admissions_all_covid_confirmed_past_7days_per_100k,total_patients_hospitalized_covid_confirmed,average_total_patients_hospitalized_covid_confirmed,total_adult_patients_hospitalized_covid_confirmed,total_pediatric_patients_hospitalized_covid_confirmed,inpatient_beds,average_inpatient_beds,inpatient_adult_beds,inpatient_pediatric_beds,inpatient_beds_used,average_inpatient_beds_occupied,inpatient_adult_beds_used,inpatient_pediatric_beds_used,total_icu_beds,total_staffed_adult_icu_beds,total_staffed_pediatric_icu_beds,staff_icu_adult_patients_covid_confirmed,staff_icu_pediatric_patients_covid_confirmed,icu_beds_used,staff_adult_icu_beds_occupied,staff_pediatric_icu_beds_occupied,staff_icu_patients_covid_confirmed,percent_inpatient_beds_occupied,percent_adult_inpatient_beds_occupied,percent_pediatric_inpatient_beds_occupied,percent_inpatient_beds_covid,percent_adult_inpatient_beds_covid,percent_pediatric_inpatient_beds_covid,percent_staff_icu_beds_occupied,percent_staff_adult_icu_beds_occupied,percent_staff_pediatric_icu_beds_occupied,percent_staff_icu_beds_covid,percent_staff_adult_icu_beds_covid,percent_staff_pediatric_icu_beds_covid,average_percent_inpatient_beds_occupied,absolute_change_average_percent_inpatient_beds_occupied,average_percent_adult_inpatient_beds_occupied,average_percent_pediatric_inpatient_beds_occupied,average_percent_inpatient_beds_covid,average_percent_adult_inpatient_beds_covid,average_percent_pediatric_inpatient_beds_covid,average_percent_staff_icu_beds_occupied,absolute_change_average_percent_staff_icu_beds_occupied,average_percent_staff_adult_icu_beds_occupied,average_percent_staff_pediatric_icu_beds_occupied,average_percent_staff_icu_beds_covid,average_percent_staff_adult_icu_beds_covid,average_percent_staff_pediatric_icu_beds_covid,total_admissions_all_covid_confirmed_past_7days,percent_change_total_admissions_all_covid_confirmed_past_7days,absolute_change_average_percent_inpatient_beds_covid,absolute_change_average_percent_staff_icu_beds_covid,total_admissions_all_influenza_confirmed_past_7days,percent_change_total_admissions_all_influenza_confirmed_past_7days,total_admissions_all_influenza_confirmed_past_7days_per_100k,percent_change_total_admissions_all_influenza_confirmed_past_7days_per_100k,total_patients_hospitalized_influenza_confirmed,percent_inpatient_beds_influenza,average_percent_inpatient_beds_influenza,absolute_change_average_percent_inpatient_beds_influenza,icu_patients_influenza_confirmed,percent_staff_icu_beds_influenza,average_percent_staff_icu_beds_influenza,absolute_change_average_percent_staff_icu_beds_influenza,absolute_change_average_percent_adult_inpatient_beds_occupied,absolute_change_average_percent_pediatric_inpatient_beds_occupied,absolute_change_average_percent_staff_adult_icu_beds_occupied,absolute_change_average_percent_staff_pediatric_icu_beds_occupied,admissions_00_04_covid_confirmed,admissions_05_11_covid_confirmed,admissions_12_17_covid_confirmed,average_admissions_00_04_covid_confirmed,average_admissions_05_11_covid_confirmed,average_admissions_12_17_covid_confirmed,average_admissions_00_04_covid_confirmed_per_100k,average_admissions_05_11_covid_confirmed_per_100k,average_admissions_12_17_covid_confirmed_per_100k,state,peak_flu_season,is_holiday?,day_of_week,day_of_month,month,quarter,year,day_of_year_sin,day_of_year_cos,month_sin,month_cos,day_of_month_sin,day_of_month_cos,day_of_week_sin,day_of_week_cos,season,is_weekend,jurisdiction_target_encoded,proportion_inpatient_beds,proportion_prevalent_inpatient_beds,proportion_inpatient_beds_covid_vs_normal,year_sin,year_cos
CA,10-04-2021,362.0,371.0,247.0,50.0,73.0,93.0,46.0,36.0,37.0,25.0,25.0,3.373934723,248.2857143,27.42857143,33.14285714,46.0,33.57142857,66.71428571,88.71428571,26.42857143,3.329985831,59.85714286,42.71428571,47.0,1.103718331,0.193683653,0.858906114,0.628376982,0.58501608,0.660618307,1.516045057,0.970527366,0.460247102,0.620281057,0.404968534,4.398638872,-11.95542047,1792.0,1918.714286,1770.0,33.0,59138.0,59360.14286,53876.0,5543.0,42796.0,43083.42857,39748.0,3106.0,10648.0,7002.0,3646.0,436.0,0.0,6829.0,4790.0,2035.0,436.0,72.3663296,73.77682085,56.03463828,3.030200548,3.28532185,0.595345481,64.13410969,68.40902599,55.81459133,4.094665665,6.226792345,0.0,72.56628644,-0.600050623,74.27833594,55.54070067,3.232792731,3.497563966,0.639613124,64.36282546,-1.450642495,68.59015043,56.17118428,4.373298813,6.636979585,0.0,1738,-11.95542047,-0.406386542,-0.705867081,7.0,75.0,0.017716037,75.0,12.0,0.020291522,0.023339683,0.001079345,0.0,0.0,0.010728895,-0.006580689,-0.711415069,0.46394184,-1.756134032,-0.822997348,1.167903905,4.110629248,-0.05507378,1.753463285,3.769631474,0.00522461,0.047654322,0.237906742,0.189480854,California,0,0,5,10,4,2,2021,0.98867759,-0.150055398,0.866025404,-0.5,0.89780454,-0.440394152,-0.974927912,-0.222520934,1,1,514.4160052883487,0.0041766715140856,0.0303020054787108,0.0418730722526516,0.9510565162951163,0.30901699437506186
CA,11-04-2021,362.0,371.0,251.0,58.0,64.0,101.0,50.0,38.0,26.0,23.0,22.0,3.470746213,255.8571429,27.42857143,33.85714286,47.85714286,36.14285714,70.0,92.0,26.28571429,3.982152579,61.0,44.14285714,51.0,1.148278388,0.189734506,0.887632071,0.647539226,0.629825823,0.674855771,1.544991025,1.006472824,0.45775928,0.650830232,0.404968534,4.53277458,-7.298136646,1799.0,1896.857143,1765.0,33.0,58988.0,59414.71429,53528.0,5509.0,41792.0,43126.14286,38819.0,2985.0,10632.0,6989.0,3643.0,452.0,0.0,6758.0,4694.0,2056.0,452.0,70.84830813,72.52092363,54.18406244,3.049772835,3.29733971,0.599019786,63.56282919,67.16268422,56.43700247,4.25131678,6.467305766,0.0,72.5731993,-0.562211446,74.27600822,55.46713107,3.192657852,3.45323889,0.624619169,64.29913807,-1.393275599,68.51241356,56.09766284,4.321825826,6.556831495,0.0,1791,-7.298136646,-0.37672081,-0.653509127,8.0,60.0,0.020246899,60.0,12.0,0.020343121,0.023564499,0.001518618,1.0,0.009405568,0.010730788,-0.003913717,-0.691663708,0.267728016,-1.667697431,-0.890086094,1.035699462,4.249157793,-0.184694396,1.705044265,4.080935783,0.259229319,0.02127914,0.235997212,0.186432103,California,0,0,6,11,4,2,2021,0.98594815,-0.167051626,0.866025404,-0.5,0.790775737,-0.612105983,-0.781831482,0.623489802,1,1,514.4160052883487,0.0042551027327592,0.0304977283515291,0.043046516077758,0.9510565162951163,0.30901699437506186
CA,12-04-2021,358.0,371.0,256.0,63.0,63.0,97.0,51.0,27.0,36.0,27.0,22.0,4.217687041,261.0,28.0,33.57142857,49.28571429,35.85714286,69.42857143,96.0,26.28571429,4.478380701,62.14285714,46.71428571,46.0,1.182555355,0.162911291,0.939338793,0.660555089,0.624846962,0.669160786,1.573936993,1.050232512,0.45775928,0.645517332,0.413405378,4.623885626,-2.142474558,1808.0,1873.0,1774.0,33.0,58765.0,59444.85714,53275.0,5490.0,41722.0,43222.14286,38760.0,2960.0,10585.0,6967.0,3618.0,481.0,0.0,6745.0,4673.0,2071.0,481.0,70.99804305,72.75457532,53.91621129,3.076661278,3.329892069,0.601092896,63.72224846,67.07334577,57.24156993,4.544166273,6.903975886,0.0,72.70060163,-0.276321916,74.39499671,55.65297144,3.150330194,3.406769155,0.619679557,64.34673613,-1.147602094,68.45536953,56.33328773,4.327345916,6.562358768,0.0,1827,-2.142474558,-0.354287119,-0.559820951,5.0,-28.57142857,0.012654312,-28.57142857,15.0,0.025525398,0.023307384,0.000503523,1.0,0.009447331,0.010731042,-0.002596835,-0.435688114,0.7431777,-1.52838747,-0.471645201,1.921126777,4.232802436,-0.173507307,2.157413942,4.181716539,0.336048774,-0.020053841,0.222831929,0.161579221,California,0,0,0,12,4,2,2021,0.982926552,-0.183998352,0.866025404,-0.5,0.651372483,-0.758758123,0.0,1.0,1,0,514.4160052883487,0.0043563345528801,0.0307666127797158,0.0433344518500781,0.9510565162951163,0.30901699437506186
CA,13-04-2021,358.0,371.0,328.0,84.0,86.0,112.0,60.0,45.0,41.0,37.0,36.0,7.112944829,267.8571429,29.0,33.57142857,50.85714286,36.0,69.57142857,100.4285714,27.42857143,4.86901558,63.14285714,49.57142857,52.0,1.220260018,0.160505383,0.996790707,0.677909575,0.627336392,0.669160786,1.599264715,1.098680738,0.477661857,0.646845557,0.428169856,4.745367022,1.791530945,1855.0,1847.714286,1817.0,37.0,59419.0,59421.85714,53900.0,5519.0,43756.0,43281.14286,40666.0,3090.0,10635.0,7003.0,3632.0,457.0,0.0,6903.0,4829.0,2074.0,457.0,73.63974486,75.4471243,55.9884037,3.121897036,3.371057514,0.670411306,64.90832158,68.95616165,57.10352423,4.297132111,6.525774668,0.0,72.82805571,0.014833175,74.51382886,55.8760712,3.109095421,3.361763231,0.616966182,64.43377272,-0.820725036,68.5037537,56.50889954,4.313718594,6.545462488,0.0,1875,1.791530945,-0.341416149,-0.463701277,7.0,-12.5,0.017716037,-12.5,17.0,0.028610377,0.023318428,-0.000227418,2.0,0.01880583,0.010747363,-0.002603523,-0.157352152,1.144575384,-1.212895642,-0.123797935,3.5018441,4.644157933,0.730277281,2.67474954,4.095187364,0.174753786,-0.010818577,0.206561585,0.157704669,California,0,0,1,13,4,2,2021,0.979613692,-0.200890555,0.866025404,-0.5,0.485301963,-0.874346616,0.781831482,0.623489802,1,0,514.4160052883487,0.0055201198269913,0.0312189703630151,0.042394185937705,0.9510565162951163,0.30901699437506186
CA,14-04-2021,360.0,371.0,300.0,74.0,72.0,98.0,50.0,44.0,28.0,21.0,15.0,16.77722436,271.2857143,27.28571429,31.71428571,50.14285714,36.14285714,67.85714286,100.8571429,25.14285714,6.715582248,65.0,50.71428571,48.0,1.203121535,0.088693435,1.019771473,0.686586817,0.629825823,0.63214338,1.646301912,1.103369276,0.437856702,0.630906857,0.402859323,4.80610772,3.431372549,1877.0,1834.857143,1833.0,43.0,60925.0,59554.57143,55358.0,5567.0,45987.0,43526.85714,42832.0,3153.0,12714.0,8887.0,3687.0,460.0,0.0,8320.0,5829.0,2491.0,460.0,75.4813295,77.37273745,56.63732711,3.080837095,3.311174537,0.772408838,65.4396728,65.59018791,67.56170328,3.618058833,5.176099921,0.0,73.07063818,0.387920749,74.77429986,55.93889023,3.080850448,3.328983201,0.636169215,64.49363264,-0.515552915,67.94858442,58.12015139,4.197570891,6.32806453,0.0,1899,3.431372549,-0.314663595,-0.468869869,10.0,42.85714286,0.025308624,42.85714286,17.0,0.02790316,0.023732927,-0.000290585,1.0,0.007865345,0.009188724,-0.004192042,0.248859541,1.1777058,-1.487751485,1.657576763,6.802346492,4.960144219,2.544935012,1.917652287,3.783517164,1.220060095,-0.1345508,0.047687405,0.022956126,California,0,0,2,14,4,2,2021,0.976010551,-0.21772323,0.866025404,-0.5,0.299363123,-0.954139256,0.974927912,-0.222520934,1,0,514.4160052883487,0.0049240869922035,0.0308083709478867,0.0408158827541584,0.9510565162951163,0.30901699437506186
CA,15-04-2021,359.0,371.0,280.0,66.0,83.0,92.0,48.0,45.0,38.0,32.0,29.0,4.428107923,276.1428571,28.28571429,34.42857143,49.28571429,38.42857143,72.85714286,99.85714286,26.0,6.252446767,64.71428571,50.57142857,44.0,1.182555355,0.16217709,1.016898877,0.698879577,0.669656705,0.686245742,1.63906542,1.092429354,0.452783635,0.677394731,0.4176238,4.892157042,9.085778781,1826.0,1829.714286,1790.0,35.0,59580.0,59516.14286,53992.0,5588.0,44581.0,43549.0,41414.0,3167.0,10586.0,6942.0,3644.0,437.0,0.0,6903.0,4821.0,2082.0,437.0,74.82544478,76.70395614,56.6750179,3.064786841,3.315305971,0.626342162,65.2087663,69.44684529,57.13501647,4.128093709,6.295015846,0.0,73.15568088,0.53415114,74.88470709,55.82979392,3.074225269,3.323376031,0.629630058,64.51540054,-0.270396333,67.90841425,58.28435039,4.164312527,6.283514913,0.0,1933,9.085778781,-0.254591883,-0.401517568,13.0,85.71428571,0.032901211,85.71428571,20.0,0.033568312,0.024709265,-3.55e-05,2.0,0.018892877,0.009202422,-0.004203347,0.47441425,0.589717921,-1.264034554,1.954486782,1.698514592,4.324972207,0.600373123,2.98766871,4.500920011,0.834150003,-0.015484314,0.212652984,0.167422306,California,1,0,3,15,4,2,2021,0.972118197,-0.23449139,0.866025404,-0.5,0.101168322,-0.994869323,0.433883739,-0.900968868,1,0,514.4160052883487,0.0046995636119503,0.0306478684122188,0.0409591529995045,0.9510565162951163,0.30901699437506186
CA,16-04-2021,358.0,371.0,245.0,51.0,78.0,84.0,34.0,36.0,42.0,27.0,23.0,2.184825098,272.4285714,27.42857143,35.42857143,48.28571429,38.71428571,74.14285714,96.71428571,24.57142857,5.578364815,63.71428571,48.42857143,50.0,1.158561478,0.178845105,0.973809942,0.689479231,0.674635565,0.706178191,1.613737698,1.058046742,0.427905414,0.689348755,0.404968534,4.826354619,7.195053401,1805.0,1823.142857,1775.0,29.0,59766.0,59511.57143,54193.0,5573.0,44831.0,43637.85714,41683.0,3148.0,10601.0,6962.0,3639.0,404.0,0.0,6923.0,4861.0,2062.0,404.0,75.01087575,76.91583784,56.48663198,3.020111769,3.275330762,0.520366051,65.30515989,69.82189026,56.66391866,3.81096123,5.802930192,0.0,73.31001081,0.657894258,75.07028222,55.70318467,3.063466772,3.312203202,0.626426646,64.61158685,0.039047901,68.06573444,58.27961805,4.106342086,6.199699232,0.0,1907,7.195053401,-0.221036413,-0.363682383,13.0,116.6666667,0.032901211,116.6666667,12.0,0.020078305,0.025188599,0.001375763,1.0,0.009433072,0.010550003,-0.001520777,0.65314162,0.162877096,-0.758412536,1.912488693,-0.059957238,3.909762403,0.381252756,2.247951722,4.371309866,1.019869786,-0.004718957,0.228359361,0.192990892,California,0,0,4,16,4,2,2021,0.967937783,-0.251190064,0.866025404,-0.5,-0.101168322,-0.994869323,-0.433883739,-0.900968868,1,0,514.4160052883487,0.0040993206840009,0.0302011176923334,0.040262318481197,0.9510565162951163,0.30901699437506186
CA,17-04-2021,354.0,371.0,236.0,48.0,57.0,94.0,46.0,30.0,27.0,32.0,26.0,2.542171802,270.8571429,28.42857143,34.0,48.42857143,37.85714286,71.85714286,96.85714286,24.71428571,6.17911035,63.42857143,48.42857143,48.0,1.161989175,0.17428584,0.973809942,0.685502162,0.659698984,0.677703264,1.606501206,1.059609588,0.430393236,0.668097156,0.419733011,4.798515133,9.090909091,1750.0,1817.142857,1716.0,32.0,59165.0,59515.42857,53643.0,5522.0,43272.0,43705.85714,40205.0,3065.0,10538.0,6931.0,3591.0,402.0,0.0,6870.0,4849.0,2020.0,402.0,73.13783487,74.9492012,55.50525172,2.957829798,3.198926235,0.579500181,65.19263617,69.96104458,56.25174046,3.81476561,5.800028856,0.0,73.42022585,0.853939414,75.23776513,55.62755802,3.053128093,3.299860971,0.624163031,64.76280491,0.399979454,68.28745138,58.34206793,4.066356364,6.138733019,0.0,1896,9.090909091,-0.179664638,-0.306942449,11.0,57.14285714,0.027839487,57.14285714,7.0,0.011831319,0.023979999,0.000640316,1.0,0.009489467,0.011905642,0.001176747,0.959429185,0.08685735,-0.302699043,2.170883649,0.11921264,4.017456383,0.422644738,2.452724097,4.560356511,1.256288825,-0.011688562,0.229130647,0.197888163,California,0,0,5,17,4,2,2021,0.963470549,-0.267814305,0.866025404,-0.5,-0.299363123,-0.954139256,-0.974927912,-0.222520934,1,1,514.4160052883487,0.0039888447561903,0.0295782979802247,0.0404418561645616,0.9510565162951163,0.30901699437506186
CA,18-04-2021,358.0,371.0,218.0,53.0,53.0,81.0,43.0,25.0,28.0,20.0,19.0,3.911013448,266.1428571,28.0,34.28571429,46.57142857,36.0,70.28571429,94.0,24.28571429,6.407606571,62.71428571,47.42857143,38.0,1.117429118,0.173077419,0.953701772,0.673570953,0.627336392,0.683398249,1.588409977,1.028352668,0.422929769,0.653486682,0.413405378,4.714996673,4.020100503,1787.0,1815.428571,1748.0,37.0,58881.0,59500.14286,53322.0,5559.0,42040.0,43741.28571,39056.0,2983.0,10533.0,6894.0,3623.0,401.0,0.0,6659.0,4648.0,2020.0,401.0,71.39824392,73.24556468,53.66073035,3.034934869,3.278196617,0.665587336,63.22035507,67.42094575,55.75489925,3.807082503,5.816652161,0.0,73.4987881,0.925588807,75.34128528,55.55279629,3.051008384,3.297126244,0.633672681,64.71388004,0.41474197,68.32434589,58.24462461,4.002894324,6.045782504,0.0,1863,4.020100503,-0.141649468,-0.318931502,10.0,25.0,0.025308624,25.0,8.0,0.013586726,0.023014799,-0.000549699,1.0,0.009493971,0.011918271,0.001187483,1.065277058,0.085665221,-0.188067676,2.146961773,0.978205207,4.206436821,0.252722353,2.877629988,4.511772812,1.134582587,-0.001263524,0.217853877,0.194838112,California,0,0,6,18,4,2,2021,0.958717817,-0.284359187,0.866025404,-0.5,-0.485301963,-0.874346616,-0.781831482,0.623489802,1,1,514.4160052883487,0.0037023827720317,0.0303493486863334,0.0425071360634663,0.9510565162951163,0.30901699437506186
CA,19-04-2021,361.0,371.0,212.0,66.0,58.0,61.0,33.0,26.0,32.0,21.0,19.0,1.151275507,259.8571429,27.14285714,33.71428571,44.0,35.85714286,69.57142857,88.85714286,23.85714286,5.200789508,63.14285714,44.85714286,28.0,1.055730578,0.196665533,0.901995049,0.657662675,0.624846962,0.672008278,1.599264715,0.972090212,0.415466303,0.646845557,0.400750111,4.603638727,-0.4378763,1805.0,1815.0,1775.0,29.0,59005.0,59534.42857,53443.0,5562.0,42187.0,43807.71429,39200.0,2784.0,10520.0,6898.0,3606.0,422.0,0.0,6569.0,4589.0,1973.0,422.0,71.49733073,73.34917576,50.05393743,3.059062791,3.321295586,0.521395182,62.44296578,66.52652943,54.71436495,4.011406844,6.11771528,0.0,73.57011492,0.869513287,75.4262282,55.00104288,3.048494314,3.295898174,0.622287294,64.53112537,0.184389243,68.24622927,57.88359533,3.926785834,5.933459561,0.0,1819,-0.4378763,-0.10183588,-0.400560082,14.0,180.0,0.035432074,180.0,11.0,0.018642488,0.022031527,-0.001275857,2.0,0.019011407,0.013284567,0.002553525,1.031231484,-0.651928554,-0.209140264,1.550307594,-0.581083878,3.689791018,-0.225877847,1.934696186,4.176359607,0.899867524,0.023239796,0.241256742,0.21036317,California,1,0,0,19,4,2,2021,0.953680997,-0.300819808,0.866025404,-0.5,-0.651372483,-0.758758123,0.0,1.0,1,0,514.4160052883487,0.0035929158545885,0.0305906279128887,0.0427856922736337,0.9510565162951163,0.30901699437506186
CA,20-04-2021,361.0,371.0,254.0,68.0,69.0,92.0,51.0,32.0,37.0,22.0,20.0,1.482079301,249.2857143,25.0,33.14285714,42.42857143,34.0,67.14285714,86.0,21.57142857,4.896800893,60.85714286,43.57142857,41.0,1.018025914,0.186663884,0.876141688,0.630907844,0.592484371,0.660618307,1.541372779,0.940833292,0.375661148,0.624265732,0.369111945,4.416354909,-6.933333333,1779.0,1804.142857,1747.0,31.0,59687.0,59572.71429,54124.0,5563.0,44469.0,43909.57143,41328.0,3137.0,10626.0,6975.0,3635.0,427.0,0.0,6868.0,4820.0,2053.0,427.0,74.50366076,76.35799276,56.39043681,2.980548528,3.227773261,0.557253281,64.63391681,69.10394265,56.4786795,4.018445323,6.121863799,0.0,73.69353147,0.865475763,75.55635226,55.05847618,3.02830167,3.275428996,0.606121861,64.49192469,0.058151967,68.26734084,57.7943318,3.886973436,5.875758008,0.0,1745,-6.933333333,-0.080793751,-0.426745158,12.0,71.42857143,0.030370349,71.42857143,6.0,0.01005244,0.019380393,-0.003938036,1.0,0.009410879,0.011942431,0.001195069,1.042523399,-0.817595012,-0.236412864,1.285432256,-0.519533292,3.857260156,0.176736542,1.851991631,4.249542761,0.786303786,-0.000631433,0.231696035,0.204110459,California,0,0,1,20,4,2,2021,0.94836158,-0.317191289,0.866025404,-0.5,-0.790775737,-0.612105983,0.781831482,0.623489802,1,0,514.4160052883487,0.0042555330306431,0.029805485281552,0.0400053970180243,0.9510565162951163,0.30901699437506186
CA,21-04-2021,359.0,371.0,243.0,47.0,61.0,108.0,42.0,35.0,26.0,22.0,21.0,2.544882848,241.1428571,25.14285714,32.85714286,45.0,32.71428571,65.57142857,87.42857143,22.42857143,3.402504187,57.0,42.42857143,66.0,1.079724454,0.194630511,0.853160922,0.610299393,0.570079499,0.654923322,1.443680138,0.956461752,0.390588081,0.609655258,0.371221156,4.272095751,-11.11111111,1753.0,1786.428571,1727.0,25.0,59934.0,59431.14286,54385.0,5549.0,45398.0,43825.42857,42119.0,3279.0,10621.0,6966.0,3639.0,422.0,0.0,6882.0,4821.0,2071.0,422.0,75.74665465,77.44598694,59.09172824,2.924884039,3.175507953,0.450531627,64.79615855,69.20757967,56.91123935,3.973260522,6.05799598,0.0,73.73143507,0.660796887,75.56681647,55.40910492,3.006022662,3.256048055,0.560139403,64.39999408,-0.093638555,68.78411109,56.27283695,3.937716534,6.001743159,0.0,1688,-11.11111111,-0.074827786,-0.259854357,12.0,20.0,0.030370349,20.0,7.0,0.011679514,0.017062729,-0.006670198,1.0,0.009415309,0.012163855,0.002975131,0.792516614,-0.529785312,0.835526674,-1.847314437,-0.285192219,3.900737447,0.263245828,1.102560236,3.840578606,0.378422798,0.004452113,0.241110958,0.208661136,California,0,0,2,21,4,2,2021,0.942761143,-0.333468779,0.866025404,-0.5,-0.89780454,-0.440394152,0.974927912,-0.222520934,1,0,514.4160052883487,0.0040544599058964,0.0292488403910968,0.0386140358609223,0.9510565162951163,0.30901699437506186
CA,22-04-2021,359.0,371.0,256.0,64.0,56.0,93.0,51.0,19.0,37.0,37.0,30.0,4.615600678,237.7142857,25.85714286,32.71428571,44.71428571,29.0,61.71428571,87.57142857,22.57142857,4.145853005,56.71428571,42.85714286,42.0,1.072869061,0.165274793,0.86177871,0.60162215,0.505354316,0.652075829,1.436443646,0.958024598,0.393075903,0.573793184,0.381767211,4.211355053,-13.91619245,1768.0,1778.142857,1733.0,34.0,59721.0,59451.28571,54295.0,5522.0,44998.0,43885.0,41869.0,3128.0,10611.0,6960.0,3635.0,396.0,0.0,6918.0,4848.0,2080.0,396.0,75.34703036,77.11391473,56.6461427,2.960432679,3.191822451,0.615718942,65.1964942,69.65517241,57.22145805,3.731976251,5.689655172,0.0,73.80594729,0.65026641,75.62538199,55.40497989,2.991114925,3.238407552,0.5586218,64.39824093,-0.117159613,68.81387211,56.28518575,3.881128326,5.915263063,0.0,1664,-13.91619245,-0.083110345,-0.283184201,10.0,-23.07692308,0.025308624,-23.07692308,25.0,0.041861322,0.018247445,-0.00646182,0.0,0.0,0.009464872,0.000262451,0.740674898,-0.424814025,0.905457858,-1.999164642,1.795059165,4.107640825,0.348785662,1.984404793,3.987004452,0.306691487,-0.015229265,0.197738939,0.174047525,California,0,0,3,22,4,2,2021,0.936881346,-0.349647455,0.866025404,-0.5,-0.968077119,-0.250652532,0.433883739,-0.900968868,1,0,514.4160052883487,0.0042865993536611,0.0296043267862226,0.0392906351432215,0.9510565162951163,0.30901699437506186
CA,23-04-2021,357.0,371.0,260.0,65.0,73.0,83.0,43.0,30.0,43.0,31.0,27.0,4.937885723,239.8571429,26.42857143,32.85714286,43.28571429,28.14285714,61.0,87.42857143,23.14285714,4.079199289,58.71428571,44.14285714,40.0,1.038592094,0.166806731,0.887632071,0.607045427,0.490417735,0.654923322,1.48709909,0.956461752,0.403027192,0.567152059,0.390204056,4.24931799,-11.95595176,1765.0,1772.428571,1729.0,34.0,59812.0,59457.85714,54261.0,5551.0,44805.0,43881.28571,41637.0,3168.0,10611.0,6948.0,3647.0,395.0,0.0,6981.0,4887.0,2105.0,395.0,74.90971711,76.73467131,57.07079805,2.95091286,3.186450674,0.612502252,65.7902177,70.33678756,57.71867288,3.722552069,5.685089234,0.0,73.79149606,0.481485247,75.59950105,55.48843219,2.981229366,3.225710397,0.571784114,64.4675349,-0.144051947,68.88742887,56.43586492,3.868498446,5.89842864,0.0,1679,-11.95595176,-0.082237405,-0.23784364,12.0,-7.692307692,0.030370349,-7.692307692,9.0,0.015047148,0.017528708,-0.007659891,1.0,0.009424182,0.009463602,-0.001086401,0.529218835,-0.214752483,0.821694424,-1.843753131,2.016242593,4.172189731,0.508578815,2.283768103,3.890042366,0.269753302,-0.022942446,0.201751091,0.177177775,California,0,0,4,23,4,2,2021,0.930723931,-0.365722523,0.866025404,-0.5,-0.998716507,-0.050649169,-0.433883739,-0.900968868,1,0,514.4160052883487,0.0043469537885374,0.0295091286029559,0.0393929248947339,0.9510565162951163,0.30901699437506186
CA,24-04-2021,355.0,371.0,227.0,45.0,50.0,90.0,45.0,31.0,19.0,31.0,29.0,5.203265865,238.5714286,26.28571429,31.71428571,42.85714286,28.28571429,60.0,86.85714286,23.57142857,4.340675431,58.28571429,44.0,45.0,1.028309004,0.256532679,0.884759475,0.603791461,0.492907165,0.63214338,1.476244352,0.950210368,0.410490658,0.557854484,0.388094845,4.226540228,-11.91983122,1722.0,1768.428571,1688.0,34.0,61130.0,59738.57143,53820.0,7310.0,43714.0,43944.42857,40502.0,3212.0,10587.0,6923.0,3648.0,394.0,0.0,6982.0,4799.0,2169.0,394.0,71.50989694,75.25455221,43.93980848,2.816947489,3.136380528,0.465116279,65.94880514,69.31965911,59.45723684,3.721545291,5.691174346,0.0,73.5589335,0.138707648,75.64312263,53.83622601,2.961103322,3.216775296,0.555443557,64.57555904,-0.187245878,68.79580237,56.89379298,3.855181257,5.882877996,0.0,1670,-11.91983122,-0.092024771,-0.211175106,13.0,18.18181818,0.032901211,18.18181818,8.0,0.013086864,0.017708072,-0.006271927,0.0,0.0,0.008107964,-0.003797677,0.405357501,-1.791332008,0.508350986,-1.448274952,1.98876066,3.666371192,0.084820442,2.241731966,3.45149143,0.131548839,0.202674831,0.250933099,0.182239424,California,1,0,5,24,4,2,2021,0.924290722,-0.38168922,0.866025404,-0.5,-0.988468324,0.151427778,-0.974927912,-0.222520934,1,1,514.4160052883487,0.0037133976770816,0.0281694748895795,0.0393924143306141,0.9510565162951163,0.30901699437506186
